"X","tweet_text","directed_at","tweet_sentiment"
318,"If I were at #SXSW I could spend it all at the @mention Teaching Theater alone; just look at that schedule: {link}",NA,"neutral"
319,"If you're at #SXSW : meet us at Fado. We will give you wristbands that magically lead to beer. Come say hi! {link}",NA,"neutral"
320,"If you're at #SXSW and want an iPad 2, Apple's setting up a temporary store. Check it out! {link}",NA,"neutral"
321,"Overheard at #sxsw &quot;the iPad is a relaxing computer&quot;: agreed. #iPad #apple","iPad","positive"
322,"Overheard at #sxsw interactive: &quot;Arg! I hate the iphone! I want my blackberry back&quot; #shocked","iPhone","negative"
323,"If you're at #sxsw, meet our author, and a host of Android devs, Sat. at 12:30pm, Hilton room 615AB.",NA,"neutral"
324,"“@mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;”","Apple","negative"
325,"For those at #SXSW: Apple sets up 5,000-square-foot temporary store at SXSW to sell new iPads, test potential traffic {link}",NA,"neutral"
326,"Overheard at #SXSW: &quot;Google doesn't launch products at other people's events.&quot;",NA,"neutral"
327,"Nerd bait at #SXSW! Apple set to open popup shop in core of SXSW action {link}",NA,"neutral"
328,"Long line at #sxsw? What Else?  Apple Store {link}",NA,"neutral"
329,"Last year at #SXSWi everbody was talking about the iPad, this year it's social media driven revolutions. This year is better. #sxsw","iPad","positive"
330,"Long line at Apple Pop up store for iPad 2. Great marketing, Apple. #SXSW","Apple","positive"
331,"“@mention At Google, 4 people do the work of 7 people rather than 7 people doing the work of 4. #agileagency #SXSW”","Google","positive"
332,"knackered at home playing with ipad and updating iphone. but timeline smashed with partytweets can't make me go to bed.. #sxsw","iPad","positive"
333,"overheard at MDW (and I'll second it) &quot;halfway through my iPhone battery already and I haven't even boarded the plane to #sxsw&quot; #amateurhour","iPhone","negative"
334,"#technews At SXSW, Apple schools the marketing experts {link} #Tech_News #Apple #Jobs_Co #SXSW #tech","Apple","positive"
335,"First day at sxsw.  Fun final presentation on Google Doodles.  #GoogleDoodle #sxsw",NA,"positive"
336,"Huge line at the #apple store in #austin - #sxsw crowd tripping over each other to get the new ipad","iPad","positive"
337,"If ur not at the #google #aclu 80's party....u should be! #sxsw","Google","positive"
339,"Posted up at the DMI House, Intimate Stranger on the stage, they got a restaurant crowd sitting down to deal wif  #sxsw {link}",NA,"neutral"
340,"The woman at the Google talk sounded JUST like Chelsea Handler! Lol #sxsw",NA,"neutral"
341,"I laughed at the iPad until I spent this week hauling my macbook everywhere. Now I really want an iPad and a shoulder rub. #sxsw","iPad","positive"
342,"Any #SXSW attendees need a QR code reader for their iPhone? Tweet us an image of you with your badge and the first 5 get Optiscan free!","iPad or iPhone App","positive"
343,"Hey #SXSW attendees...you should hop in line at the #Apple store now. Only four days til your new iPad2 comes in...","iPad","positive"
345,"March 11. Austin, TX. Will people line up at the #SXSW registration or at the Apple Store? ^_^",NA,"neutral"
347,"they took away the lego pit but replaced it with a recharging station ;) #sxsw and i might check prices for an iphone - crap samsung android","Android","negative"
348,"“@mention Awesome to meet @mention @mention and @mention standing in the Apple queue at #sxsw yesterday. On to Day 2.”&lt;&lt; so cute!",NA,"neutral"
349,".@mention Bad Apple: shows up late, Qs the process, poo-poos ideas, leaves early. Can even be &quot;I'm too creative&quot; or busy #gamestorming #sxsw","Apple","negative"
350,".@mention Bahrain govt turned off Google Earth. As a result, more people learned about it and govt had to turn it back on. #sxsw",NA,"neutral"
351,"Trying to balance the power of power needs on iPhone vs iPad at #sxsw. This 3G iPad sucks it out quick. Might have go airplane mode.","iPad","negative"
352,"Racing to ballroom D to see @mention Marissa Mayer. #sxsw #sxswi",NA,"neutral"
353,"My iPhone battery at 100%. #winning at #SXSW","iPhone","positive"
354,"My iPhone battery can't keep up with my tweets! Thanks Apple.  #SXSW  #precommerce","iPhone","negative"
356,"this will be fun to watch. #ipadmadness RT @mention Apple Opening Pop-Up Store In Austin For SXSW {link} #sxsw","Apple","positive"
357,"This will be out of control: #Apple set to open popup shop in core of #SXSW action {link} via @mention  cc @mention","Apple","positive"
358,"Yeah I'll be there for sure! --&gt;RT @mention @mention @mention check this: {link} #SXSW #google",NA,"neutral"
359,"Celebrate Beauty of the Web @mention the MSFT #IE9 launch &amp; play our new #html5 game to win an iPad2 {link} #sxsw","iPad","positive"
361,"I woke up before my iPhone finished recharging. That means I got enough sleep last night, right? #sxsw",NA,"neutral"
362,"The quiet before the storm at #SXSW - Looking forward to seeing Google's Marissa Mayer",NA,"neutral"
364,"“@mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot;  @mention","iPad","negative"
365,"IPad 2 is better..they have had time to improve #sxsw","iPad","positive"
366,"Cus!
It's between pacman google, singularity or #sxsw noobs meetup",NA,"neutral"
367,"{link} Go beyond Earth Hour this year by sharing positive actions with the world. Download the #EarthHour 60+ iPhone app. #SXSW","iPad or iPhone App","positive"
368,"So far my biggest #SXSW mistake is not bringing my iPhone/iPad charger",NA,"neutral"
370,"Of course Bing results are good they are Google's:) #SEO #SXSW #qagb","Google","positive"
372,"HootSuite blog – Social Media Dashboard » HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android
{link}",NA,"neutral"
376,"impulsive buy = all your friends at #SXSW -&gt; I now have one too. Selling my 1st gen 32gb 3g iPad now","iPad","positive"
377,"“@mention Buying 2 new iPad's with @mention #geekdate #apple #sxsw #ipad2” :)","iPad","positive"
378,"Someone's buying herself a present ;-) RT @mention Apple Is Opening A Pop-Up Store In Austin For #SXSW {link}","Apple","positive"
379,"Nice find by RSQ's @mention {link} #sxsw #iPad #app","iPad or iPhone App","positive"
380,"The South By Southwest Panels, Illustrated [PICS]: Sometimes the best... {link} #News #Ogilvy #sxsw #trending #Cyber #iPhone",NA,"neutral"
381,"My Google calendar's Saturday night is a giant overlap of #sxsw parties.",NA,"neutral"
383,"If anyone can make it cooler, they can. RT @mention @mention to Launch &quot;Groupon/ Living Social-type&quot; Rewards #SXSW {link}",NA,"neutral"
384,"Exciting, can’t wait! RT @mention Apple is opening up a temporary store in downtown Austin for #SXSW &amp; the iPad 2 launch {link}","Apple","positive"
385,"Great for certain meetings. RT @mention Hello, Holler Gram, our new iPad app {link} #hollergram #sxsw","iPad or iPhone App","positive"
386,"Dont miss Charles Chen for Android/ChromeOS  Access at SXSW: @mention the Google booth in Exhibit Hall 3 @mention 1PM #sxsw","Google","positive"
387,"Reminder: Charles Chen will be talking about Android and ChromeOS access today @mention 1PM @mention the Google booth in Exhibit Hall 3. #sxsw",NA,"neutral"
388,"Tomorrow, Charles Chen will be speaking about Android and ChromeOS access @mention the Google booth in Exhibit Hall 3 @mention 1PM #sxsw",NA,"neutral"
391,"The Daily Chord - Tuesday, March 8: 
Hackers discover Google's music serviceStory from Rollin... {link} #sxsw #music #news",NA,"neutral"
392,"The Daily Chord - Tuesday, March 8: 
Hackers discover Google's music serviceStory from Rolling Stone.


Mo... {link} #SXSW",NA,"neutral"
393,"Google to Circle Austin? #sxsw {link}",NA,"neutral"
394,"No Google Circles at #SxSW {link} (ht @mention ) (maybe they're reconsidering the shape?)",NA,"neutral"
395,"Is Google Circles just Buzz with the corners rounded off? Might we find out today? {link} #sxsw #google",NA,"neutral"
396,"NO Google Circles! RT @mention We're not launching any products at #SXSW but we're doing plenty else.",NA,"neutral"
398,"tools for collaboration across boundaries ~ google, webex, dropbox, whiteboarding, basecamp, join.me, ipad #sxsw #evolvingworkplace",NA,"neutral"
399,"Trying to collaborate on #sxsw events with a few friends. Google Calendar or Plancast?",NA,"neutral"
400,"At #SXSW? come hear me speak in 40 mins. Designing iPad Interfaces - New Navigation Schemas in Ballrm A, 11:00am #UXDes @mention",NA,"neutral"
402,"If you're coming to #SXSW be sure to download the SXSW Go app, it has all the schedules and locations of the events. {link}","iPad or iPhone App","positive"
403,"Seriously considering leaving my MacBook Pro at home and flying solo with the iPad for a week. Think I can make it work? #sxsw","iPad","positive"
404,"Among the cool/goofy things I've spied at #SxSW today - iPad case made to look like an EtchnSketch; grown up game of tug o' war.",NA,"neutral"
405,"wishes he could be at the @mention / @mention / @mention party at #sxsw instead of doing homework for tomorrow...",NA,"neutral"
406,"If only I could find @mention at #SXSW. He's probably fitIng with his iPad.",NA,"neutral"
407,"Check out Coyne PR updates from #sxsw {link} via @mention",NA,"neutral"
408,"It's just crazy to look around sxsw and realize last year no one had an iPad. #sxsw",NA,"neutral"
409,"Crazy big crowds now. #SXSW @mention Apple Store, SXSW {link}",NA,"neutral"
410,"If u read d article,google say it's a rumor “@mention to Launch Major New Social Network Called Circles,{link} #sxsw”",NA,"neutral"
411,"At #SXSW? D/L @mention 4 iPhone &amp; come to the UJ* booth in ACC hall 2! Snap pics &amp; send em to us! #FightThePaddle! {link}",NA,"neutral"
412,"Shipments daily - follow @mention #AppleATXdt 4 updates RT @mention Pop-up Apple Store seems to be out of pop-up iPad2s. #SXSW",NA,"negative"
413,"It's only day 3 and I'm too tired to hold up my iPad. This week will be the death of me. But it will be a happy death. #sxsw",NA,"neutral"
414,"Beautiful day in #austin! Come by and grab a slice or two. If you check in on #google, you can get a deal. #sxswi #SXSW",NA,"neutral"
415,"Four more days! #ipad #sxsw #weekend #battlela","iPad","positive"
416,"IPhone is dead. Find me on the secret batphone #sxsw.","iPhone","negative"
417,"Google to debut new selective social network today at #sxsw ? @mention {link}  #google #circles",NA,"neutral"
418,"Trying to decide what session to attend at #sxsw, but Marissa Meyer @mention later today is a given.",NA,"neutral"
419,"excellent deck there too RT @mention Nth time lucky: Google's new social network about to launch. Maybe. {link} #sxsw",NA,"neutral"
420,"&quot;the default state of users is more leisurely and contemplative&quot; @mention #ipad #sxsw",NA,"neutral"
421,"Mobile is definitely the hot topic this year. Every session is standing room only. Next  - lessons learnt building Netflix iPhone app #sxsw",NA,"neutral"
425,"Attending Designing iPad Interfaces - New Navigation Schemas w/ @mention Great stuff so far.  #sxsw","iPad","positive"
426,"Attending Designing iPad Interfaces - New Navigation Schemas. With AKQA's Lynn Teo. Ballroom A. And yes, we are hiring. #sxsw",NA,"neutral"
428,"Check out Designing iPad Interfaces - New Navigation Schemas #SXSW #UXDes",NA,"neutral"
429,"Check out Designing iPad Interfaces - New Navigation Schemas at SXSW.
{link} #SXSW #UXDes",NA,"neutral"
430,"Headed to Designing iPad Interfaces - New Navigation Schemas at SXSW.
{link} #SXSW #UXDes",NA,"neutral"
432,"Adobe has developed an engine to essentially convert SWF files to jQuery/HTML5.  So existing flash files can be portable on your ipad. #sxsw",NA,"neutral"
434,"Behaviour diff. Lots of phone calls while using ipad/laptop. Notsomuch with the mobiles internets. #sxsw",NA,"neutral"
435,"Lovin the digital! @mention band sings into iPhone &amp; plays guitar app as fans record vids on iPad2s #CNN Digital #cnngrill #sxsw #sxswi",NA,"positive"
436,"Why Barry Diller thinks iPad only content is nuts @mention #SXSW @mention {link} @mention","iPad","negative"
437,"We really DO need another big social network right now - thanks! #SXSW #Google {link}","Other Google product or service","positive"
439,"In Japan: Docomo introduced mobile apps six years before Apple came out with app store. #jpmobilesummit #sxsw","Apple","negative"
440,"What time does the #apple store at #sxsw open? Pulling the #ipad2 trigger.",NA,"neutral"
441,"At #SXSW? Don't forget to come to the #privacybootcamp for startups with @mention @mention @mention and @mention in ... {link}",NA,"neutral"
442,"At #SXSW? Don't forget to come to the #privacybootcamp for startups with @mention @mention @mention and @mention in ACC 9ABC at 3:30 CST!",NA,"neutral"
443,"Too bad I don't have a ❤ button!
RT @mention I know its #SXSW time when I have an abnormal amount of app updates on my iPhone.",NA,"neutral"
444,"Web Devs: Don't wait in line for iPad 2 at #sxsw signup for New Relic using promo SXSW2011 and be eligible to win one {link}",NA,"neutral"
445,"“@mention Download 20+ FREE tracks from the #SXSW Music Sampler available on @mention store today!  {link}",NA,"neutral"
447,"“@mention Download 20+ FREE tracks from the #SXSW Music Sampler available on the @mention store today!  {link} #fb",NA,"neutral"
448,"“@mention DownloadFREE tracks from the #SXSW Music Sampler available @mention {link} - where are the green lady killers!",NA,"neutral"
449,"guess who drew a bigger crowd at #sxsw: @mention or a chimp that could work an #iPhone? Sorry, @mention",NA,"neutral"
450,"Jeez guys dunno about an Apple pop-up over a Gold's Gym. Do u realize how un-Jobs-aesthetic that is? #SXSW #Apple","Apple","negative"
451,"Is anyone else using #hashable to network at #sxsw this week? Trying out the android version...",NA,"neutral"
452,"@mention  Enjoy #Sxsw and ride anywhere in Austin for $10 . download the #GroundLink app {link} booth 437",NA,"neutral"
