"tweet_text","tweet_sentiment"
"RT @TheXclass: ""When the rich wage war it's the poor who die."" Jean-Paul Sartre 
This is now GOP foreign policy. 
#GOPDebate","negative"
"At the #GOPDebate, we saw the candidates completely miss the mark on race &amp; #BlackLivesMatter
http://t.co/K9nhdpUE32 http://t.co/hlcqpXJzru","negative"
"RT @SeaBassThePhish: S/O to the GOP for being proud of defeating teachers union even though they just wanted higher wages #GOPDebate","negative"
"RT @Writeintrump: Obama better not leave his prayer rug behind in the Oval Office when I get elected because I'll throw it out.   #GOPDebate","neutral"
"@ChuckNellis @FoxNews You got that right! #GOPDebate","negative"
"RT @mrskimcam: Trump just said the U.S. is stupid, so let's vote him President. WTF people. #GOPDebate","negative"
"So excited for @johnkasich #GOPDebate #Kasich4Us #Republicandebate #kasich2016 been waiting for 20 years!!","positive"
"RT @ChadPergram: Rep Engel is 2nd major Jewish Democrat to announce opposition to Iran deal during #GOPDebate, following Schumer opposition.","neutral"
"Hey look it's my feelings about Donald Trump summed up in one gif #GOPDebate http://t.co/zjWUGwj9Hz","negative"
"RT @tommychong: Are any of these dudes for the legalization of marijuana, or what? #GOPDebate","neutral"
"RT @TheBaxterBean: Marco Rubio Briefly Backed Immigration Reform Then Privately Berated DREAMers http://t.co/We77QdT3Kt #GOPDebate http://tÛ_","negative"
"RT @DamienFahey: ÛÏI french-kissed Jesus Christ!Û - Every candidate #GOPDebate","negative"
"#GOPDebate #Closingstatements @GovMikeHuckabee just be honest. u were defs talking about @realDonaldTrump coz he's stealing ur schtick","negative"
"When cnn, msnbc ,and the new York times praise fox moderators then you know the moderators fucked up. #GOPDebate","negative"
"RT @kesgardner: Trump is a lunatic. #GOPDebate","negative"
"Cruz has class &amp; truth, that gets my vote! #GOPDebate","positive"
"RT @kesgardner: AssClown: I'm the only reason anyone is even talking about illegal immigration. Keep digging, Donald! #GOPDebate","negative"
"RT @BernieSanders: Tom Hanks. Finally. Somebody who makes some sense. #GOPDebate #DebateWithBernie","positive"
"All #GOP candidates want to reduce taxes while #Huckabee wants to legalize prostitution and drugs so we can tax it. #GOPDebate","negative"
"RT @JosephKapsch: And then hillaryclinton @barackobama joebiden were all... #GOPDebate https://t.co/yi4qnS3Hzh","neutral"
"#GOPDebate #Trump is Breaking Records! So what he's not a polished Politician. Makes me love him even more.  https://t.co/TgOwCHxf3x","positive"
"RT @BernieSanders: Oh. It was just a movie trailer. #GOPDebate #DebateWithBernie","negative"
"RT @TacticalDissent: So Sally Kohn &amp; Debbie Wasserman Schultz both  praising Megyn Kelly tonight. That should tell you everything you need Û_","negative"
"Why are all the Trump accessory women wearing the same shoes?!  #GOPDebate http://t.co/Xz4zc1Lt8N","negative"
"funniest line coming fr #republican 'People are frustrated, theyÛªre fed up, they donÛªt think the governmentÛªs working for them' #gopdebate","neutral"
"And Donald Trump is an absolute nut! So entertaining LOL #GOPDebate","negative"
"""@thehill: Top GOP pundits pick their #GOPdebate winners: http://t.co/QPvJu6p7sz http://t.co/JCDu5qzjnj""
Winners...Fox News
Losers...USA","negative"
"RT @DykstraDame: Candidates went after @HillaryClinton 32 times in the #GOPdebate-but remained silent about the issues that affect us. httpÛ_","negative"
"RT @DanScavino: .@MegynKelly trying 2show up @realDonaldTrump w @FoxNews. Trying 2take him down. Trying 2destroy him. Not happening. #KellyÛ_","negative"
"RT @gov: Most-Tweeted #GOPDebate moment for @RealBenCarson: saying he wouldn't publicize to the world his answer on waterboarding.","negative"
"I give him a e for his big ego. #GOPDebate A's are earned for excellence. Rhymes with rump.","negative"
"Passion of the #GOPDebate #ReligiousUpaMovie","positive"
"RT @NRO: ""@marcorubio got the best reviews, and deserved them."" Read more of our #NREditorial recap of the #GOPDebate ---&gt; http://t.co/sTzwÛ_","positive"
"RT @OhNoSheTwitnt: Can't wait to see which Lannister they kill off in the next episode of #GOPDebate","neutral"
"RT @kesgardner: Brutal question to the AssClown from Megan Kelly. The lesson here: be careful what you tweet on Twitter! #GOPDebate","positive"
"RT @TUSK81: Democrats watching this #GOPDebate http://t.co/sZiCSLm7kM","neutral"
"Trump changed his mind on supporting PARTIAL BIRTH ABORTION because a friend changed their mind on aborting &amp; had a great kid. #GOPDebate","negative"
"Best closing statement: @RealBenCarson #GOPDebate","positive"
"RT @ChrisChristie: We have to stop worrying about being loved &amp; start worrying about being respected. #TellingItLikeItIs #GOPDebate
https:/Û_","positive"
"RT @lesleyabravanel: Trump sycophants want to know what @megynkelly's ""hidden agenda"" was last night. Answer is simple: it's called a vaginÛ_","negative"
"The Real #GOPDebate Winner: Republican Voters - Fox Nation http://t.co/98G42IaZ5O","neutral"
"Donald Trump is a really nasty piece of work. Hope he disappears quickly. #GOPDebate","negative"
"RT @amaraconda: FETUSES ARE NOT UNBORN BABIES THEY ARE CLUSTERS OF CELLS STOP SHAMING PEOPLE WHO WANT/HAVE HAD ABORTIONS #GOPDebate","negative"
"I know now who it is that #ChrisChristie reminds me of: actor Andy Devine. #GOPDebate http://t.co/xYy8FxPjcD","neutral"
"RT @pattonoswalt: Despite what Huckabee says, I always make sure my prostitute AND her pimp pay FICA and pension. #GOPDebate","negative"
"RT @Bipartisanism: Hillary Clinton was watching the #GOPDebate like:
 http://t.co/VOkOlq52xP","neutral"
"@FoxNews did great by challenging the candidates in #GOPDebate. If these candidates can't handle a tough question they could never b #POTUS","positive"
"RT @k_mcq: IÛªd say it was the opposite. Megan Kelly acted like some SJW on Tumblr whining about feminism. Very sad. #GOPDebate  https://t.cÛ_","negative"
"RT @Conssista: Rightly so Frank. Rightly so. #GOPDebate  https://t.co/32CFasI17d","positive"
"the number of times that ronald reagan is mentioned in the #GOPDebate is TOO DAMN HIGH","negative"
"RT @pattonoswalt: If Trump is against ""p.c. culture,"" I'm suddenly 100% for it. Not even kidding. What a howling shit-cave of a human. #GOPÛ_","negative"
"RT @carljacksonshow: #BenCarson great close! He operates on brains so he doesn't worry about skin color. #GOPDebate","positive"
"RT @Davante_R: Women that would be offended by Trumps ""Misogyny"" most certainly don't vote Republican.

Find a new fake issue Faux News.

#Û_","negative"
"RT @Auntcol54: Keep religion out of politics! #GOPDebate","negative"
"RT @DianneG: ""I won't be bought &amp; I won't be sold"" @randpaul after reiterating his points against @realDonaldTrump during #gopdebate","neutral"
"RT @wilw: Boy, I bet the mood in the clown car is going to be TENSE when these jerks leave the #GOPDebate.","negative"
"RT @CampeauElliot: Dr. Ben Carson did a great job tonight! Loved your closing statement! @RealBenCarson #GOPDebate","positive"
"RT @RedheadAndRight: Meet the new darling of the left ÛÜ Megyn Gotcha Kelly. #GOPDebate @FoxNews #DonaldTrump #MegynKelly","neutral"
"ÛÏ@foxnewspolitics: Behind the Fox debate: How the anchors hashed out the questions #GOPDebate They Failed","negative"
"Did anyone get trashed playing @RollingStone's #GOPDebate drinking game?   #drinkinggame","negative"
"If #DonaldTrump donates to U..He can call in a favor years later?? Sounds like #TheGodfather
NOT #POTUS Thats legal?
#GOPDebate #GOPClownCar","negative"
"RT @jediane9: Ugh to think there were actually people sitting on their couch last night saying YES YES THIS IS REASONABLE. #GOPDebate","negative"
"RT @BarracudaMama: RT @AllenWestRepub ""Dear @JebBush #GOPDebate #NotAMistake http://t.co/E1SmU0Hn5J""","neutral"
"RT @kesgardner: If politics can be even partially rational, Trump's campaign for the GOP nomination just ended. #GOPDebate","negative"
"RT @AndrewHClark: .@GayPatriot's takeaway from last night: ""America Doesn't Deserve Ben Carson."" http://t.co/kjGFYYpcTe #GOPDebate","neutral"
"RT @ChrisJZullo: Scott Walker chooses killing mother rather than aborting unborn embryo. This is reason other countries give us that funny Û_","negative"
"Can't #UniteBlue: Abortion is a talking point in the #GOPDebate since #PPSellsBabyParts","negative"
"RT @k_mcq: Closing statements reminisce about an America that no longer exists after Ted KennedyÛªs 1965 Immigration and Nationality Act. #GÛ_","negative"
"RT @lkwdcitizen: Can't make this up - Chris Christie stopped at a Cleveland ice cream shop before the #GOPDebate. http://t.co/V8WVYFeXx9","neutral"
"RT @maureenjohnson: Ted Cruz is going to personally take away your telescope and try you as a witch. #GOPDebate","negative"
"@realDonaldTrump You killed it last night at the #GOPDebate glad to have some that cares for America  #MakeAmericaGreatAgain","positive"
"RT @YoungBLKRepub: When the #GOPDebate is more exciting than anything else on tv in the past 10 years....","positive"
"RT @abbijacobson: Shiiiittt, it's tough to say who is making me more horny. #GOPDebate","positive"
".@megynkelly  asked .@realDonaldTrump  poor questions, why, was this to help Bush in the polls? #Hannity #GOPDebate https://t.co/p389iIlE2N","neutral"
"@bullriders1 @Olivianuzzi @daveweigel The #GOPDebate was better than I thought it'd be, though candidates finessed issues with sound bytes.","positive"
"RT @TheBaxterBean: Yes Marco Rubio Actually Said The Iraq Invasion 'Was Not A Mistake' http://t.co/xRowKHyMm1 #GOPDebate http://t.co/vjMjdMÛ_","negative"
"RT @TheBaxterBean: Marco Rubio Voted Against Unemployment Benefits Even Though Florida Needs Them Most http://t.co/2i6UolSctj #GOPDebate htÛ_","negative"
"#JebBush was so thoughtful in #GOPdebate - #reThink911 http://t.co/k37hnbe2jy","positive"
"Huh. Watching @FoxNews debate #1 and so far, the moderators and the participants are better! #GOPDebate","positive"
"RT @3ChicsPolitico: Donald Trump insulted @megynkelly and ALL women and not one man on stage confronted him. None of them are worthy to be Û_","negative"
"RT @AndreaTantaros: About last night. Are you watching @OutnumberedFNC ? We got @ericbolling and all the good stuff from the #GOPDebate on Û_","negative"
"RT @renomarky: EARTH TO @megynkelly THIS AINT ABOUT YOU! 

#GOPDebate 
#FoxDebate 
#MegynKelly 
#MegynKellyDebateQuestions http://t.co/yxHyÛ_","negative"
"RT @kesgardner: And...Rand Paul lands the first haymaker of the night. #GOPDebate","neutral"
"RT @TaraSetmayer: Coming up on @WilkowMajority at 1220pm live! @SIRIUSXM #Patriot125 post #GOPDebate","neutral"
"""Because Republicans don't like Rosie O'Donnell."" ICYMI, @FrankLuntz #GOPDebate debrief this AM on @CBSThisMorning http://t.co/nQIUIccOlB","neutral"
"#FFF: Highlights from this week include #NationalUnderwearDay, the #GOPDebate, and #JonVoyage. Officially. The. Worst. Week. Ever.
#TGIF","negative"
"RT @greenspaceguy: @TheDailyShow Jon Stewart can feel comfortable w/retirement as #GOPDebate solved all problems(personal &amp; scientific) httÛ_","neutral"
"Paul Krugman sums up what happended last night: ""One of our two major parties has gone off the deep end"" http://t.co/gkubEM7gE7 #GOPDebate","negative"
"RT @EQphoto: Just remember no matter wins the #GOPDebate everyone who watched it loses #alcoholpoisoning","negative"
"RT @AnthonyMarlowe: #Trump #Video It cost 4 times more than the $700M it would've if it were being managed by @realDonaldTrump #GOPDebate hÛ_","negative"
"RT @proginosko: Prediction: in the final #GOPDebate Donald Trump will tear off his #MissionImpossible mask to reveal a smirking Jon Stewart.","negative"
"#Fallon to Jon #Stewart: ""Please Come Back, I CanÛªt Do It Alone"" https://t.co/IUa0hy2UC6 #GOPDebate #Politics","positive"
"RT @BBCJonSopel: In midst of #GOPDebate came big blow to @BarackObama with announcement that leading Jewish Democrat, Sen. Schumer, won't bÛ_","neutral"
"RT @kesgardner: Ted Cruz is angling himself to be a slightly less loony version of Donald Trump. #GOPDebate","negative"
"Meet the new darling of the left ÛÜ Megyn Gotcha Kelly. #GOPDebate @FoxNews #DonaldTrump #MegynKelly","negative"
"RT @toddstarnes: That abortion question ÛÓ disgusting. #GOPDebate","negative"
"@nytimes and @CNN praised @FoxNews and they thought they did a good job #GOPDebate 
Not a good thing","negative"
"RT @TexasCruzn: RT @AllenWestRepub ""RT @oliverdarcy Debbie Wasserman-Schultz statement on #GOPDebate: 'GOP is solely focused on... http://tÛ_","neutral"
"RT @jstephencarter: My #hottake: Carly Fiorina became a 1st tier candidate yesterday. Otherwise, #GOPDebate changed nothing/will be ancientÛ_","neutral"
"#GOPDebate: a lesson for coming months: quality and not quantity in words &amp; time for tangible and believable propsals
http://t.co/YHvNoEinyi","negative"
"RT @evanmcmurry: According to @gov, the most-retweeted candidate tweet of the #GOPDebate didn't come from a Republican: https://t.co/cUv3aFÛ_","neutral"
".@megynkelly displayed ""utmost authority"" at @foxnews #GOPDebate, critic says. http://t.co/8JbvwJTj3T http://t.co/mel8jxm19b","positive"
"RT @TUSK81: Not one candidate spoke up against Trump's mass-deportation plan, &amp; not one condemned his racist comments. Latinos won't forgetÛ_","negative"
"Donald is my hero. 
 #GOPDebate http://t.co/9ZZFLChJQO","positive"
"RT @GerryDuggan: The Kryptonian science council was more worried about climate change than these scary people. #GOPDebate","negative"
"Withholding my very valuable presidential endorsement until I hear about everyone's point of view on the 2nd amendment #GOPDebate","negative"
"RT @ArcticFox2016: RT @AllenWestRepub ""RT @oliverdarcy Debbie Wasserman-Schultz statement on #GOPDebate: 'GOP is solely focused on... http:Û_","neutral"
"RT @MikeDrucker: ""Ronald Reagan never had an abortion with ISIS and WOMEN DON'T NEED THEM EITHER!"" - Basically everyone tonight #GOPDebate","negative"
"RT @patriotmom61: THIS --&gt; Rick Santorum Says Gay Marriage Has No Constitutional Basis https://t.co/mauVIFy6oh #GOPDebate #FoxDebate #tcot Û_","neutral"
"RT @GregAbbott_TX: @ScottWalker: ""Every part of the world @HillaryClinton has touched is worse today"" #Truth #GOPDebate @FoxNews","neutral"
"@ChrisChristie won the #GOPDebate last night. Only candidate who answered questions directly and not afraid to take on tough issues.","positive"
"The Best Jabs at Hillary Clinton from the RepublicansÛª Fox News Debates #GOPDebate http://t.co/zEoiEM5d7P","neutral"
"RT @GovMikeHuckabee: .@FredBarnes, @weeklystandard: ""Mike Huckabee was the star of the Luntz focus group show. When he spoke, the feedback Û_","positive"
"Watching the primetime #GOPDebate this afternoon, I think @BenCarson2016 was the real winner, quiet but effective","positive"
